season,year,week,weekly_rate,year_week,region_network,American Indian/Alaska Native,Asian/Pacific Islander,Black,Hispanic/Latino,White,0-4 yr,12-17 yr,18-29 yr,18-49 yr,30-39 yr,40-49 yr,5-11  yr,5-17 yr,50-64 yr,65+ yr,65-74 yr,75-84 yr,85+,< 18,>= 18,Female,Male
2012-13,2012,41,0,201241,MarylandEIP,0,0.6,0.6,0,0.5,0,0,0.2,0.1,0,0,0,0,1.1,1.7,1.7,0,5.5,0,0.7,0.5,0.5
2012-13,2012,42,0.1,201242,MarylandEIP,0,0.4,0,0,0.1,0,0,0.2,0.2,0,0.3,0,0,0.2,1,0,2.7,1.8,0,0.3,0.4,0.1
2012-13,2012,43,0.1,201243,MarylandEIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,2012,44,0.1,201244,MarylandEIP,0,0,1.2,0,0.2,0,0,0,0.2,0,0.8,0,0,0.9,0,0,0,0,0,0.4,0,0.6
2012-13,2012,45,0.3,201245,MarylandEIP,0,0,1.6,0,0.3,0,1.2,0,0,0,0,0,0.6,0.8,1,0,1.8,3.6,0.4,0.4,0.3,0.5
2012-13,2012,46,0.2,201246,MarylandEIP,0,3.6,5.4,1.9,3.4,1,0.8,1,1,0.5,1.6,0.7,0.8,2.8,16.1,7.7,20.8,41.3,0.8,4.1,3.8,3
2012-13,2012,47,0.1,201247,MarylandEIP,0,0.8,1.7,0.8,1.5,1.7,0.5,0.7,0.5,0,0.8,0.8,0.6,1.2,8.7,5.9,10.2,20.3,0.9,2,1.7,1.8
2012-13,2012,48,0.4,201248,MarylandEIP,0,0,3.3,1.2,1.2,0,0,1.2,0.5,0,0,0,0,1.8,4.7,3.1,6.3,7.5,0,1.7,2.1,0.6
2012-13,2012,49,0.7,201249,MarylandEIP,1.7,2,1.8,0.9,1.6,1.5,0.3,0.4,0.5,0.4,0.7,0.4,0.4,1.4,7.6,4.2,9.5,19.2,0.7,2,1.7,1.6
2012-13,2012,50,1.5,201250,MarylandEIP,2.1,1.9,1.6,1.1,1.6,1.6,0.3,0.4,0.5,0.5,0.7,0.3,0.3,1.5,7.2,4,8.8,18.7,0.7,1.9,1.7,1.6
2012-13,2012,51,3.4,201251,MarylandEIP,0,0.3,1.7,0.4,1.1,1.9,0.6,0.3,0.6,0.8,0.7,1,0.8,1.2,4.4,2.6,8,6.6,1.1,1.3,1.1,1.4
2012-13,2012,52,6.5,201252,MarylandEIP,0,0,0.6,0.6,1.1,1.8,0,0.2,0.2,0.3,0,0,0,1.2,2.7,1.3,3.5,7.3,0.5,0.9,0.6,1.1
2012-13,2013,1,5.7,201301,MarylandEIP,4.5,0,0,0,0.3,0,0,0.2,0.2,0,0.3,0,0,0.2,1.8,1.3,1.8,3.6,0,0.4,0.2,0.5
2012-13,2013,2,6.5,201302,MarylandEIP,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0.4,1.4,0.8,3.4,0,0,0.4,0.3,0.3
2012-13,2013,3,5,201303,MarylandEIP,0,0,1.2,0,0.8,3.7,1.4,0,0.2,0,0.8,0,0.7,0,2.3,2,4.1,0,1.5,0.6,0.4,1.2
2012-13,2013,4,3.3,201304,MarylandEIP,0,0,0.8,1.3,1.1,1.6,0,0,0,0,0,0,0,0.4,5.2,0.9,3.7,24.9,0.4,1.2,1.7,0.4
2012-13,2013,5,2.5,201305,MarylandEIP,8.1,5.9,10.9,4.2,9.6,2.9,0,0.8,1.3,1.4,2,0.7,0.4,6.4,40.1,18.1,48.6,112.9,1.1,9.4,9,6.4
2012-13,2013,6,2,201306,MarylandEIP,0,2.4,2.9,1.4,1.6,1.7,0,1.6,0.9,0.7,0.3,0,0,2.8,10.2,5.4,15.9,22.8,0.5,2.8,2.6,1.9
2012-13,2013,7,2,201307,MarylandEIP,0,0,0.8,0.6,3.3,1.9,0,0,0,0,0,0,0,2.7,11.2,3.1,14.7,33.7,0.5,3.1,2.3,2.8
2012-13,2013,8,1.3,201308,MarylandEIP,1.7,3.5,3,1.9,3.5,1.4,0.2,0.7,0.8,0.7,0.9,0.2,0.2,3,17.1,8.2,22.1,47.5,0.5,4.2,3.8,2.9
2012-13,2013,9,1.7,201309,MarylandEIP,2.6,3.4,2.8,1.9,3.4,1.3,0.2,0.7,0.8,0.7,1,0.3,0.3,2.9,16.6,8.1,21.5,45.7,0.5,4.1,3.7,2.8
2012-13,2013,10,1.2,201310,MarylandEIP,0,0.3,1.8,1,1.8,2.6,0.3,1.5,0.9,0.5,0.7,0.3,0.3,1.9,6.3,2.2,9.8,22.1,0.9,1.9,2.1,1.2
2012-13,2013,11,1.3,201311,MarylandEIP,0,0,2.4,0.6,1.3,0.6,0,0,0.3,0.5,0.6,0,0,1.2,7.4,3.8,10.6,16.5,0.2,1.9,1.5,1.5
2012-13,2013,12,1,201312,MarylandEIP,0,0.4,1.3,0,0.4,0,0,0.2,0.2,0.5,0,0,0,0.5,4.5,3.4,3.7,10.9,0,1,0.9,0.7
2012-13,2013,13,0.9,201313,MarylandEIP,0,0,0,0.3,1.4,0,0,0,0.2,0,0.7,0,0,0.4,3.4,2.4,5,4,0,0.9,0.8,0.6
2012-13,2013,14,0.7,201314,MarylandEIP,0,0,0,0,1.4,0,0,0,0.2,0,0.8,0,0,1.8,4.5,4.9,2,7.8,0,1.6,0.9,1.6
2012-13,2013,15,0.7,201315,MarylandEIP,0,5.9,3.9,7.6,3.5,1.6,1.2,0.5,0.4,0.7,0,0,0.6,2.1,18.2,6.4,16.6,67.6,0.8,4.7,5.5,2.2
2012-13,2013,16,0.3,201316,MarylandEIP,0,9,19.8,6.9,14.2,3.4,0.4,1,2,1.9,3.5,0.7,0.6,10.1,63,24.9,72.9,199.6,1.4,14.7,12.2,11.9
2012-13,2013,17,0.1,201317,MarylandEIP,0,1.6,1.2,2.8,3.4,0.6,0,0.4,0.5,0.5,0.5,0,0,4.4,22.6,11.7,27.2,68.5,0.2,4.9,4.1,3.5
2013-14,2013,40,0,201340,MarylandEIP,0,0,2.5,3.1,3.8,0,2.6,0,0.5,0.8,0.8,0,1.3,3.2,13.5,8.3,16.8,26.2,1,3.9,4.2,2.4
2013-14,2013,41,0.2,201341,MarylandEIP,1.2,5,3.8,3,4.5,1,0.3,0.7,1,0.9,1.6,0.2,0.3,4.1,22.5,10.2,27.1,69.1,0.5,5.5,4.6,4.2
2013-14,2013,42,0,201342,MarylandEIP,1,4.8,3.6,2.9,4.3,1.1,0.3,0.7,1,0.9,1.5,0.2,0.2,4,21.6,9.9,26.6,65,0.5,5.3,4.4,4
2013-14,2013,43,0.1,201343,MarylandEIP,0,0.7,2.2,0.6,2.3,0.4,0.3,1.3,1.2,0.8,1.4,0.8,0.5,2.4,9,5.1,11.6,26.5,0.5,2.6,2.2,2
2013-14,2013,44,0,201344,MarylandEIP,12.2,0,2.9,0.6,1.5,1.8,0.5,0.2,0.7,0.3,1.7,0,0.2,2.1,6.4,4.7,8.9,9.1,0.7,2.1,2.4,1.2
2013-14,2013,45,0.1,201345,MarylandEIP,0,0.4,1,0.5,0.8,0,0,0.4,0.5,0.2,0.8,0,0,1.3,5.3,2.1,6.4,16.4,0,1.5,1.2,1.1
2013-14,2013,46,0.1,201346,MarylandEIP,0,0,0,0.5,1.4,0,0,0,0,0,0,0,0,0.4,4.3,3.2,6.7,4,0,1,1.4,0.2
2013-14,2013,47,0.2,201347,MarylandEIP,0,2.3,3.6,3.5,1.8,0,0,0,0.7,1.6,0.8,0,0,1.8,8.5,5.9,14.3,7.8,0,2.6,1.7,2.5
2013-14,2013,48,0.2,201348,MarylandEIP,0,3,2.3,3.8,2.9,1.6,0,1,0.4,0,0,0,0,2.9,12.5,8.2,12.9,28.5,0.4,3.7,3.8,2.2
2013-14,2013,49,0.4,201349,MarylandEIP,0,8.3,16.9,5.4,12.4,2.9,1.3,2.1,2.1,2.2,2,2.1,1.7,10,52.1,22.2,60.4,158.3,2.1,12.8,11.5,9.8
2013-14,2013,50,0.4,201350,MarylandEIP,6.1,1.6,4.7,2,2.3,0.6,0.9,0,0.6,1.8,0,0.8,0.9,3,17.5,11.7,15.9,50.7,0.8,3.9,3.7,2.6
2013-14,2013,51,0.5,201351,MarylandEIP,0,0,4.9,1.9,5.1,0,1.3,0,0.5,0,1.6,0,0.6,5.9,17.6,9.4,16.8,48.6,0.5,5.5,6.1,2.8
2013-14,2013,52,1,201352,MarylandEIP,2.3,4.9,3.9,2.2,4,1.4,0.5,0.7,1,1.1,1.2,0.9,0.7,4,19.5,10.3,22.6,55.3,0.9,5,4.3,3.9
2013-14,2014,1,1.2,201401,MarylandEIP,2.1,4.7,3.6,2.2,3.7,1.5,0.5,0.7,0.9,1.1,1.1,0.8,0.7,3.9,18.3,9.9,20.8,51.7,0.9,4.7,4,3.6
2013-14,2014,2,2.3,201402,MarylandEIP,0,0.7,2.2,0.4,2.5,2.2,0,0.6,0.8,1,0.9,1.5,0.8,2.6,8.6,5.5,12.5,17.7,1.2,2.3,1.7,2.5
2013-14,2014,3,3.1,201403,MarylandEIP,0,1.2,1.2,1.3,1.1,0,0.5,0.2,0.3,0.8,0,1.3,0.9,0.7,5,2.5,6.2,12.8,0.7,1.3,1.1,1.3
2013-14,2014,4,3.2,201404,MarylandEIP,4.5,1.2,1.3,0,0.8,0.5,0.4,0.6,0.5,0.2,0.8,0.4,0.4,0.8,5.3,3.9,5.5,10.9,0.4,1.4,1.4,1
2013-14,2014,5,2.6,201405,MarylandEIP,0,0,0,0.5,1.2,2.6,0,0.5,0.2,0,0,0,0,0,3.4,1.6,5,8,0.7,0.8,0.9,0.6
2013-14,2014,6,3.7,201406,MarylandEIP,0,0,3.6,0,2.9,0,0,1.1,0.9,0.8,0.8,0,0,0.9,12.4,10.7,14.3,15.6,0,3.4,3.2,2.2
2013-14,2014,7,2.6,201407,MarylandEIP,0,3,7,6.3,2,1.6,0,0,1.1,1.5,2.2,0,0,3.3,10.4,5.5,9.2,32,0.4,3.7,2.7,3.2
2013-14,2014,8,1.7,201408,MarylandEIP,8.1,4.9,12.9,5.2,8.2,3.4,0.4,0.8,1.2,1.2,1.6,1.4,1,8,34.6,15.5,34.7,112.9,1.7,8.7,8.4,6.1
2013-14,2014,9,1.5,201409,MarylandEIP,0,1.6,2.9,1.1,2.4,1.7,0.9,0.7,1,1.4,1.1,1.6,1.3,2.4,14.8,8.3,24.9,25.4,1.4,3.5,2.6,3.5
2013-14,2014,10,1,201410,MarylandEIP,0,0,11.4,4.3,8.4,3.9,1.3,1.8,2.1,2.4,2.3,1.3,1.3,8.6,29.4,14.6,10.5,115.9,1.9,9.6,9.3,6.7
2013-14,2014,11,0.8,201411,MarylandEIP,3.5,3.1,4.8,2.2,4,1.8,0.6,0.9,1.1,1,1.4,1.2,0.9,4.1,18.5,8.8,20.3,59.3,1.2,4.9,4.3,3.8
2013-14,2014,12,0.9,201412,MarylandEIP,4.2,3,4.6,2.2,3.7,1.8,0.6,1,1.1,1,1.4,1.1,0.9,3.8,17.6,8.4,19.9,55,1.1,4.6,4.1,3.6
2013-14,2014,13,0.6,201413,MarylandEIP,0,0.3,3.1,1,2.9,1.5,0,0.9,1,0.8,1.4,1.8,0.9,2.6,12.7,7.7,16.9,33.2,1.1,3.1,2.6,2.6
2013-14,2014,14,0.8,201414,MarylandEIP,0,1.2,2.9,0,2.9,1.2,1.5,0.7,0.5,0,0.9,0.8,1.1,2.3,11.7,6.4,18.6,20.1,1.2,3.1,3.1,2.2
2013-14,2014,15,0.7,201415,MarylandEIP,4.5,0.8,8.8,1.1,1.6,0.5,1.7,0.8,1.1,0.7,1.8,0.4,1,3.8,9.8,5.6,12.8,21.9,0.8,3.3,2,3.4
2013-14,2014,16,0.3,201416,MarylandEIP,2.6,0,7.3,0.6,0.6,1.3,0,0.5,0.4,0,0.7,0.9,0.5,0.8,2.4,3.2,0,4,0.7,0.9,0.6,1.1
2013-14,2014,17,0.9,201417,MarylandEIP,0,2.3,4.8,1.8,3.7,1.9,0,2.2,1.4,0.8,0.8,0,0,1.8,15.3,8.8,20.4,31.3,0.5,4.4,4.5,2.7
2014-15,2014,40,0,201440,MarylandEIP,0,5.9,7,2.5,3.5,1.6,0,1.5,1.7,2.2,1.5,2.2,1.1,4.1,13.5,5.5,9.2,53.4,1.3,4.9,3.8,4.5
2014-15,2014,41,0.1,201441,MarylandEIP,8.1,5.1,8.3,2.4,4.4,2,0.8,0.8,1.1,0.9,1.8,0.4,0.6,3.4,24.1,8.4,27.8,81.2,1,5.7,4.9,4.6
2014-15,2014,42,0.1,201442,MarylandEIP,18.3,0.8,5.8,2.2,2.4,1.7,0.5,0.4,1.1,1.4,1.6,0.4,0.4,5.6,12.9,6.8,14.7,40.6,0.8,4.1,3.9,2.7
2014-15,2014,43,0.1,201443,MarylandEIP,0,4.7,15.5,5,6.4,1.9,0,0.6,1.4,0.8,3.1,2.5,1.3,9.9,27,12.5,42.1,52.4,1.4,9.1,8.5,6.5
2014-15,2014,44,0.2,201444,MarylandEIP,5.2,3.2,4.1,2,3.3,2,0.8,0.7,1,1,1.3,0.6,0.7,3.5,15.9,7,20.9,46.4,1,4.2,3.8,3.2
2014-15,2014,45,0.2,201445,MarylandEIP,4.7,3.1,4.1,1.9,3.1,2.2,0.9,0.7,1,1.1,1.4,0.6,0.7,3.4,14.8,6.6,19.8,42.5,1.1,4,3.7,3
2014-15,2014,46,0.2,201446,MarylandEIP,0,1,1.8,1.4,1.1,1.9,1.5,0.6,0.6,0.3,0.9,1.3,1.4,1.8,4.4,2.6,5.3,13.3,1.5,1.4,1.6,1.3
2014-15,2014,47,0.3,201447,MarylandEIP,0,0.6,4.3,0.6,4.4,1.8,1.5,1.1,0.9,1.1,0.6,0,0.7,3.7,17.4,10.2,20.4,42.1,1,4.8,4.3,3.5
2014-15,2014,48,1.1,201448,MarylandEIP,4.5,2.1,7.2,2.6,2.5,3.5,0.4,0.8,1.3,1.1,2.1,0.4,0.4,3,18.6,6,28.4,52.9,1.3,4.7,3.8,4
2014-15,2014,49,1.9,201449,MarylandEIP,5.2,0,0,1.2,1.8,3.9,0,0,0.6,0,2.1,0,0,2.4,4.3,3.2,5,8,1,1.8,1.5,1.8
2014-15,2014,50,3.7,201450,MarylandEIP,0,4.6,2.4,7.1,3.3,0,1.4,1.1,1.4,3.2,0,0,0.7,3.1,13,5.9,10.2,46.9,0.5,4.3,3.6,3.5
2014-15,2014,51,7.5,201451,MarylandEIP,0,3,4.7,3.8,3.8,1.6,0,0,1.1,3,0.7,1.1,0.6,3.3,15.1,7.3,20.3,35.6,0.8,4.7,5,2.7
2014-15,2014,52,14.3,201452,MarylandEIP,0,3.3,8.3,2.3,5.6,2,0.4,0.3,1.1,1.2,1.8,0.4,0.4,4.1,22.9,11.8,22.2,70.2,0.8,5.6,5.2,4.2
2014-15,2014,53,14.1,201453,MarylandEIP,6.1,7.9,5.8,2.2,3,2.9,1.4,1.3,1.6,1.6,1.9,0.4,0.9,3.6,20.5,10.3,26.1,60.9,1.4,5.1,4.9,3.5
2014-15,2015,1,10,201501,MarylandEIP,0,2.3,23.7,6.8,6.7,11.6,0,3.6,4.5,3.2,7,1.3,0.6,5.4,31.1,13.6,46.3,67.3,3.4,10.3,10.6,7.1
2014-15,2015,2,5.6,201502,MarylandEIP,2.9,3,5,2,3.7,2.4,0.8,1,1.3,1.1,1.8,1,0.9,3.6,17.2,8.4,20.3,51.1,1.3,4.6,4.3,3.5
2014-15,2015,3,3.9,201503,MarylandEIP,2.6,3.2,5,1.9,3.5,2.4,0.9,1,1.2,1.1,1.6,1.2,1.1,3.4,16.8,8.7,19.6,48.2,1.5,4.5,4.2,3.4
2014-15,2015,4,2.7,201504,MarylandEIP,0,1.4,1.9,1.2,1.7,1.5,0.6,0.9,1.2,1.7,1,1.5,1.1,1.3,5.8,3.3,9.8,11.1,1.2,1.9,2,1.4
2014-15,2015,5,2.6,201505,MarylandEIP,0,0.6,6.6,1.3,3.7,3,0.5,1.5,1.4,0.5,2.3,0.4,0.5,4.3,16.9,8.1,23.1,42.1,1.2,5.1,4.2,4.2
2014-15,2015,6,2,201506,MarylandEIP,9.1,3.3,7.2,1.6,2.4,2,0.4,0.4,1.2,1.6,1.8,0.4,0.4,4.1,18.6,9,23.8,49.3,0.8,5,4.8,3.2
2014-15,2015,7,0.9,201507,MarylandEIP,2.6,0,3.6,1.1,3.6,1.3,1,0,0.6,0,2.1,0,0.5,2,8.6,4.8,11.8,20,0.7,2.7,1.1,3.4
2014-15,2015,8,1.4,201508,MarylandEIP,0,0,7.2,1.8,4.2,3.7,1.4,1.1,1.2,1.6,0.8,2.5,2,4,13.6,6.8,16.3,35.2,2.4,4.6,5.3,2.9
2014-15,2015,9,0.9,201509,MarylandEIP,0,0,7.8,6.3,4.3,1.6,1.2,2.1,1.7,0,3,2.2,1.7,3.7,17.2,8.2,14.8,57,1.7,5.6,5.8,3.6
2014-15,2015,10,1.1,201510,MarylandEIP,0,2.7,2.6,2.9,3.5,2,0.4,0.5,0.5,0.2,1,1.8,1.2,2.7,15,4.7,23.6,39.9,1.4,3.6,3.1,3.2
2014-15,2015,11,0.8,201511,MarylandEIP,12.2,3.2,7.6,1.6,3.9,2.3,1.9,0.7,1.2,1.2,1.9,1.2,1.5,5.2,18.7,8.8,31.7,40.6,1.7,4.9,4.6,3.7
2014-15,2015,12,1.1,201512,MarylandEIP,0,2.3,13.9,9.9,8.1,11.6,1.3,3.6,3.1,2.4,3.1,1.3,1.3,8.1,35.3,18.8,42.1,82.3,3.9,11.2,10.6,8.7
2014-15,2015,13,1.2,201513,MarylandEIP,3.5,2.3,5.8,2.6,4.8,3.3,1.1,1,1.2,1,1.6,1.6,1.3,5,20.9,11.2,26,54.3,1.9,5.6,5,4.5
2014-15,2015,14,1.4,201514,MarylandEIP,3.1,2.2,5.8,2.4,4.5,3.5,1,1.1,1.2,1.1,1.6,1.6,1.3,4.8,20.5,11.2,25.8,51.7,1.9,5.5,4.9,4.3
2014-15,2015,15,0.5,201515,MarylandEIP,0,1.4,3.5,1.6,3.8,3.7,0.6,1.2,0.8,0.3,0.9,1,0.8,3.5,17.4,12.4,14.2,55.3,1.6,3.8,3.5,3
2014-15,2015,16,0.4,201516,MarylandEIP,0,1.8,10,1.9,6.1,6,3.4,1.8,2,1.3,3.2,4.2,3.9,7.6,23.1,13.6,35.5,38.4,4.4,7.5,7.4,6.1
2014-15,2015,17,0.2,201517,MarylandEIP,4.5,3.7,5.9,1.1,4,2.5,0.8,1,1.3,1.4,1.6,0.7,0.8,5.5,27.5,15.9,22,87.6,1.3,6.9,5.6,5.5
2015-16,2015,40,0.2,201540,MarylandEIP,3.9,4,0,2.2,3.2,2.6,1,0.5,0.6,0.6,0.7,0,0.5,2,11.5,8.9,11.8,23.9,1,3.3,1.7,3.8
2015-16,2015,41,0.2,201541,MarylandEIP,0,4.6,4.8,3.5,6.4,1.9,2.7,1.1,1.6,2.4,1.6,3.8,3.3,7.6,19.8,9.8,24.5,50.8,2.9,7.1,6.1,6.5
2015-16,2015,42,0.1,201542,MarylandEIP,0,0,9.4,8.8,5.2,4.9,0,1.5,2.8,3.7,3.7,4.3,2.3,5.3,17.7,8.2,24,42.7,2.9,6.7,6.7,5.1
2015-16,2015,43,0.1,201543,MarylandEIP,0,1.3,2.6,0.8,2.4,2,0,0.8,0.6,0.5,0.4,0.4,0.2,1.7,8.2,5,11.1,15.1,0.7,2.2,1.9,1.9
2015-16,2015,44,0.2,201544,MarylandEIP,6.1,2.4,9.3,3,5,7,0,1.3,1.8,0.9,3.5,2.8,1.5,5.4,23.8,9.3,38.5,65.9,3,6.2,5.6,5.2
2015-16,2015,45,0,201545,MarylandEIP,0,2.3,13.9,5,11.1,7.7,1.3,3,2.6,1.6,3.1,1.3,1.3,10.4,40,16.7,44.2,115.9,2.9,12.5,11.4,9.7
2015-16,2015,46,0.2,201546,MarylandEIP,6.4,1.8,7.1,2.2,5,4.4,0.9,1.4,1.5,1.1,2,2.3,1.6,5,21.7,10.8,29.2,55.5,2.4,5.9,5.6,4.7
2015-16,2015,47,0.1,201547,MarylandEIP,5.7,1.8,7,2.1,4.8,4.2,1.1,1.3,1.5,1.1,2,2.3,1.7,5,21.9,10.7,30.2,56,2.4,5.9,5.6,4.6
2015-16,2015,48,0.2,201548,MarylandEIP,33.5,3,4.7,1.6,3.4,4.1,1.5,1.3,1.2,1.4,1,3,2.3,5.1,15.7,8.7,18.7,50.9,2.8,4.3,4.4,3.3
2015-16,2015,49,0.1,201549,MarylandEIP,24.4,1.8,11.4,3.9,7.3,7.8,3.4,3.1,3.1,2.1,4,5.5,4.5,8.3,26.5,13.6,38.1,58.5,5.4,8.9,8.8,7.4
2015-16,2015,50,0.3,201550,MarylandEIP,13.6,2.5,9.1,2.1,4.8,6,0,1.2,1.6,1.4,2.3,2.1,1.2,6,35.8,15.4,51.3,91.2,2.5,8.6,8.3,6
2015-16,2015,51,0.2,201551,MarylandEIP,1.3,7.9,3.6,2.5,4,1.3,1,0,0.4,0,1.4,3.4,2.3,3.2,11.5,6.5,10.1,39.9,2,3.5,3.4,2.9
2015-16,2015,52,0.2,201552,MarylandEIP,0,0,12,1.8,5.9,3.7,1.4,0,0.7,1.6,0.8,1.3,1.3,4.5,28.2,14.6,49,43,1.9,7.6,5.7,7.2
2015-16,2016,1,0.6,201601,MarylandEIP,26.6,3,15.6,7.6,8,1.6,0,4.1,2.4,0,2.2,3.3,1.7,6.6,36.4,28.2,35.1,71.2,1.7,10.8,10.3,7.4
2015-16,2016,2,0.1,201602,MarylandEIP,0,1.1,3.2,0.5,1.7,0.5,0.8,0,0.2,0.2,0.4,0.7,0.8,1.7,6.4,3.4,6.9,17.9,0.7,1.6,1.6,1.3
2015-16,2016,3,0.3,201603,MarylandEIP,6.1,0.8,4.7,1.9,4.5,4.1,1.4,0.7,0.4,0,0.5,0.4,0.9,4.8,23.5,11.7,32.9,63.4,1.7,5.1,4.6,4
2015-16,2016,4,0.2,201604,MarylandEIP,0,4.7,18,3.7,10.7,1.9,0,1.2,2.4,0.8,5.5,1.3,0.6,12.2,40.5,14.6,40,134.6,1,13,12.7,8.3
2015-16,2016,5,0.4,201605,MarylandEIP,4.6,1.7,8.3,2.4,5,4.1,1.4,1.5,1.5,1.1,1.9,2.2,1.8,5,22.6,12.5,27.7,57.9,2.4,6,5.7,4.7
2015-16,2016,6,0.6,201606,MarylandEIP,4.2,1.7,8.3,2.4,4.9,4.1,1.2,1.5,1.6,1.3,2,1.8,1.5,5.3,23.4,13.3,28.6,58.9,2.2,6.3,5.9,4.8
2015-16,2016,7,1.5,201607,MarylandEIP,11.2,1.4,4.9,2.3,4.1,4.1,1.5,1.9,1.9,2.2,1.5,4,2.8,4.2,16.9,10.6,20.5,46.4,3.2,4.6,4.8,3.6
2015-16,2016,8,2,201608,MarylandEIP,12.2,5.3,16.5,5.1,8.8,12.1,3.4,4.4,3.7,3.2,3.2,5.1,4.3,8.5,41.9,24.2,54.1,93.2,6.4,12.1,11.7,10
2015-16,2016,9,3.1,201609,MarylandEIP,13.6,2.9,7.5,3.7,4.5,4,2.1,1.6,1.4,0.7,2.1,2.1,2.1,4.6,32.7,16.7,43.1,80.3,2.7,7.6,6.7,6.2
2015-16,2016,10,4.9,201610,MarylandEIP,2.6,0,0,3.5,2.6,1.3,1,0,0.8,0.6,2.1,1.7,1.4,2.4,11.5,4.8,16.8,31.9,1.4,3.5,2.2,3.8
2015-16,2016,11,4,201611,MarylandEIP,0,2.3,9.6,3.5,7,5.6,0,1.1,2.3,1.6,4.7,2.5,1.3,6.7,24.9,16.6,32.7,43,2.4,8.3,5.9,8.4
2015-16,2016,12,3.2,201612,MarylandEIP,0,3,14.8,11.3,8.4,8.2,1.2,4.1,3.9,3,4.4,3.3,2.3,7.4,31.7,20.9,37,64.1,3.8,10.8,11.7,6.9
2015-16,2016,13,2.5,201613,MarylandEIP,0,1,1.4,0.8,1.6,2,0.4,0,0.2,0.2,0.4,0,0.2,1,6,2.7,9,13.8,0.7,1.4,1.1,1.4
2015-16,2016,14,1.7,201614,MarylandEIP,0,0.8,4.1,2.8,3.8,2.9,0.5,0.4,0.9,0.7,1.6,0.8,0.6,4.2,22,13.7,27.2,53.3,1.3,5,4.5,3.7
2015-16,2016,15,2.2,201615,MarylandEIP,0,0,6.5,3.1,5.8,0,0,0,1.4,0.8,3.9,0,0,3.2,24.7,9.4,37.9,56.1,0,6.8,5.9,4.9
2015-16,2016,16,1.7,201616,MarylandEIP,1.2,1.2,3.8,1.8,3.2,2.7,0.5,0.7,0.8,0.6,1.3,0.6,0.6,3.1,14.4,7.6,18.5,37.2,1.1,3.8,3.4,2.9
2015-16,2016,17,1.7,201617,MarylandEIP,1,1.3,3.9,1.7,3.1,2.7,0.4,0.7,0.9,0.7,1.4,0.7,0.6,3.2,14.7,7.9,18.5,38.2,1.2,3.9,3.5,3
2016-17,2016,40,0,201640,MarylandEIP,0,0.7,2,1,1.3,2.2,0.3,0.7,0.9,0.7,1.2,0.5,0.4,1.5,6.7,4.7,5.3,22.1,0.9,1.8,1.8,1.4
2016-17,2016,41,0,201641,MarylandEIP,0,2.9,7.1,1.3,5.4,3.6,0.5,1.1,1.5,1.1,2.6,2.5,1.6,6.7,21.6,10.6,24.8,62.2,2.1,6.7,6.5,4.8
2016-17,2016,42,0.1,201642,MarylandEIP,4.5,1.6,2.3,2.6,3.4,4.5,1.3,1.2,0.7,0.2,0.5,0.4,0.8,3.8,21.9,10.7,30.2,52.9,1.8,5.1,4.7,4
2016-17,2016,43,0,201643,MarylandEIP,0,0,3.6,2.8,3,5.2,1,0,0.2,0,0.7,0,0.5,2.4,11.5,8.9,10.1,27.9,1.7,3.2,2.8,2.9
2016-17,2016,44,0.1,201644,MarylandEIP,0,0,1.2,3.5,5.4,1.9,1.4,0.6,1.2,1.6,1.6,1.3,1.3,3.6,18.6,7.8,26.5,46.9,1.5,5.5,4.7,4.7
2016-17,2016,45,0.1,201645,MarylandEIP,0,0,7.8,2.5,3.7,1.6,0,2.1,2.4,2.2,3,0,0,2.9,14,5.5,22.2,32,0.4,5,5,3.1
2016-17,2016,46,0,201646,MarylandEIP,0,1.3,2,0.4,1.2,0.5,0,0.2,0.3,0.3,0.4,0.7,0.4,1,5.4,1.7,9,13.8,0.4,1.4,0.9,1.4
2016-17,2016,47,0.3,201647,MarylandEIP,12.2,3.2,3.5,1.7,3.6,1.2,2.4,0.4,0.8,0.5,1.6,2.8,2.6,5,16,8.8,17,50.7,2.2,4.2,3.8,3.7
2016-17,2016,48,0.3,201648,MarylandEIP,43.5,2.3,5.7,1.2,4,1.9,0,0,0.9,0.8,2.3,0,0,3.6,18.2,6.3,23.1,52.4,0.5,5.3,4.4,4.3
2016-17,2016,49,0.3,201649,MarylandEIP,4.1,1.8,3.5,1.4,2.7,2,0.9,0.4,0.6,0.5,0.9,1.3,1.1,3.2,12.3,6,15.1,35.4,1.3,3.3,2.9,2.8
2016-17,2016,50,0.5,201650,MarylandEIP,3.6,1.9,3.7,1.4,2.7,1.9,0.7,0.5,0.7,0.7,0.9,1.2,1,3.3,12.5,6.3,15.5,35.1,1.2,3.4,3.1,2.7
2016-17,2016,51,0.8,201651,MarylandEIP,11.2,1.7,2.5,0.2,2.2,1.5,0,0.3,0.4,0.3,0.7,1.8,0.9,3.2,9.7,5.8,8.9,35.4,1.1,2.4,2.1,2.1
2016-17,2016,52,1.5,201652,MarylandEIP,12.2,1.2,4.9,2.6,4.2,2.4,2,1.1,0.9,0.3,1.4,1.3,1.6,5.8,14.9,8.5,21.3,29.3,1.8,4.9,4.9,3.4
