season,year,week,weekly_rate,year_week,region_network,American Indian/Alaska Native,Asian/Pacific Islander,Black,Hispanic/Latino,White,0-4 yr,12-17 yr,18-29 yr,18-49 yr,30-39 yr,40-49 yr,5-11  yr,5-17 yr,50-64 yr,65+ yr,65-74 yr,75-84 yr,85+,< 18,>= 18,Female,Male
2009-10,2009,40,1.3,200940,CaliforniaEIP,0,0.7,2.9,1.6,1.1,5.5,1.7,0.9,1.1,1,1.6,1.1,1.4,0.6,1.2,1.4,1.5,0,2.5,1,1.5,1.2
2009-10,2009,41,1.4,200941,CaliforniaEIP,6.8,4.1,10.9,9.7,4.7,15.5,2.6,9.2,7.6,5.7,7.6,10.6,7,8.5,9.7,10.6,9.3,6.5,9.5,8.1,9.6,7.2
2009-10,2009,42,1.9,200942,CaliforniaEIP,0,0,0,0.8,0,2,0,0,0,0,0,0,0,0.6,0,0,0,0,0.5,0.2,0.4,0
2009-10,2009,43,1.9,200943,CaliforniaEIP,5.6,1.4,3.2,4.6,1.6,6.4,1.8,2.4,2.2,1.8,2.2,4.6,3.3,2.3,2.3,2.7,2,1.7,4.2,2.2,2.9,2.4
2009-10,2009,44,2.2,200944,CaliforniaEIP,4.3,1.3,3.6,4.8,1.7,7.2,2.1,2.3,2.1,1.8,2.2,5.1,3.7,2.4,2.3,2.6,2.1,1.4,4.7,2.2,3,2.6
2009-10,2009,45,1.6,200945,CaliforniaEIP,0,0.4,1,0.9,0.4,0.7,0,0.8,0.8,0.7,1.1,0,0,1,1,1.7,0,0,0.2,0.9,1,0.4
2009-10,2009,46,1.5,200946,CaliforniaEIP,12.3,1.6,7.8,4.3,2.5,12.7,4.6,3.6,2.9,2.7,2.5,8.2,6.5,2.7,3,2.9,2.8,4.3,8.2,2.9,4.9,3.3
2009-10,2009,47,1,200947,CaliforniaEIP,0,2.1,3.6,3.1,2.2,5.2,2.9,1.4,1.2,0.5,1.6,10.4,6.9,1,2.3,3.8,1,0,6.4,1.3,1.9,3.2
2009-10,2009,48,0.6,200948,CaliforniaEIP,8.9,9.4,0,8.4,2.6,16.6,4.3,5,4.5,5.8,2.7,11.5,8.2,7.4,4.8,3.7,4.2,11.1,10.6,5.3,7.1,6
2009-10,2009,49,0.6,200949,CaliforniaEIP,0,0,0,0,0.2,0,1.2,0,0,0,0,0,0.6,0.5,0,0,0,0,0.4,0.1,0.2,0.2
2009-10,2009,50,0.7,200950,CaliforniaEIP,0,3.5,0.8,0,0.2,0,0,0,0,0,0,1,0.5,0.9,0.6,1.2,0,0,0.4,0.3,0.2,0.5
2009-10,2009,51,0.4,200951,CaliforniaEIP,0,0.5,3.1,1.7,1.2,3.5,1.7,1.4,1.1,1,1,1.1,1.4,1.3,1.7,2.9,0.8,0,2,1.3,1.5,1.3
2009-10,2009,52,0.5,200952,CaliforniaEIP,13.6,3.1,13,5.8,5.1,17.2,2.6,8.2,7,6.2,6.5,6.3,4.7,11.2,8.4,6.8,10.6,9.7,8.3,8.2,7.7,8.8
2009-10,2010,1,0.4,201001,CaliforniaEIP,0,0,0,0.8,0.2,0,0,0,0.3,0.9,0,1.3,0.7,0,0,0,0,0,0.5,0.2,0.4,0
2009-10,2010,2,0.2,201002,CaliforniaEIP,7.2,1.4,4.4,4.5,2.3,8.2,2.7,3.3,2.8,2.3,2.7,4.3,3.5,3.6,2.3,2.6,2,1.7,4.8,2.9,3.5,3.3
2009-10,2010,3,0.2,201003,CaliforniaEIP,9.9,1.3,4.9,4.6,2.5,10.2,3.5,3.5,3,2.4,2.9,5.1,4.4,3.7,2.3,2.6,2,1.7,6,3.1,3.8,3.8
2009-10,2010,4,0.2,201004,CaliforniaEIP,0,0.4,0.9,0.5,0.6,0,0,1.6,1,0.3,1.1,0,0,1,0.7,0.6,0,2.9,0,1,1.1,0.3
2009-10,2010,5,0.2,201005,CaliforniaEIP,0,1.6,11.5,1.7,2.6,12.1,5.6,5.8,4.8,3.9,4.5,9.5,7.6,4.9,1.2,1.7,0.9,0,8.8,4.2,6,4.5
2009-10,2010,6,0.1,201006,CaliforniaEIP,4.7,3.2,7.6,8.6,3.1,11.3,5.9,3.5,2.8,3.1,1.6,9.3,7.7,3.8,2,2.5,1,2.2,8.7,2.9,4.4,4.3
2009-10,2010,7,0.1,201007,CaliforniaEIP,17.8,9.4,8,9.6,3.7,25.5,4.3,7.1,5.5,1.4,7.4,15.3,10.2,8.3,5.5,6.2,4.2,5.5,14.6,6.2,9.1,7.5
2009-10,2010,8,0.1,201008,CaliforniaEIP,0,0,2.6,0,1,0,1.2,0.6,0.9,0.8,1.3,3.5,2.4,1.9,0.7,0,2,0,1.8,1.1,1.5,1
2009-10,2010,9,0.1,201009,CaliforniaEIP,0,0,0,0,0.3,0,0,0.5,0.4,0,0.6,0,0,0,0.6,0,1.9,0,0,0.3,0.3,0.2
2009-10,2010,10,0.1,201010,CaliforniaEIP,0,1.5,4.3,1.7,1.6,6,2.9,0.7,1,0.8,1.6,2.6,2.8,2.1,2.5,2.9,2.3,1.7,3.7,1.5,2,1.9
2009-10,2010,11,0,201011,CaliforniaEIP,0,1,5.5,5.8,3,8,0.5,3.5,5.2,3.8,8.5,2.5,1.6,6.2,8.8,8.4,12,3.2,3.5,5.9,4.8,5.8
2009-10,2010,12,0,201012,CaliforniaEIP,0,0,1.9,0.8,1,0,1.4,1.4,1.1,0.9,0.8,0,0.7,1.8,0.8,0,0,4.6,0.5,1.2,0.9,1.2
2009-10,2010,13,0,201013,CaliforniaEIP,5.6,1.8,4.8,4.5,2.9,8.4,2.9,3.1,3.1,2.4,3.6,4.2,3.5,4.3,3.3,3.2,3.8,2.3,4.9,3.4,3.9,3.6
2009-10,2010,14,0.1,201014,CaliforniaEIP,6.2,1.9,4.9,4.6,3.1,10.8,3,3.1,3.1,2.5,3.6,5,4.1,4.3,3.3,3.2,3.8,2.2,6,3.4,4.2,3.9
2009-10,2010,15,0.1,201015,CaliforniaEIP,0,0,0.6,0.5,0.4,0,0.3,0.6,0.4,0.2,0.5,0.3,0.3,0.7,1,0.6,1.1,2.9,0.2,0.6,0.5,0.5
2009-10,2010,16,0.1,201016,CaliforniaEIP,0,0,10.9,6,4.5,16.3,3.7,6,5.7,4.7,6.2,9,6.5,6.4,3.6,3.4,4.6,2.1,9.1,5.6,6.1,6.7
2009-10,2010,17,0,201017,CaliforniaEIP,14,4.2,12.7,13.6,5.4,19.6,4.6,5.4,5,4.4,5.1,11.5,8.3,7.2,4.3,3.8,6.2,2.2,11.4,5.4,7.4,6.4
2010-11,2010,40,0.1,201040,CaliforniaEIP,8.9,4.7,4,7.7,2.4,19.2,2.2,5.5,4.3,2.2,4.7,4.8,3.6,6,5.5,6.2,4.2,5.5,8,4.9,5.4,6
2010-11,2010,41,0.1,201041,CaliforniaEIP,0,0,5.3,4.4,3.1,5.4,11,4.1,4,2.5,5.2,1.2,6,4.2,0,0,0,0,5.8,3.3,4.2,3.6
2010-11,2010,42,0,201042,CaliforniaEIP,0,3.5,3.2,6.1,1.5,1.5,5.2,1.1,1.4,0.8,2.4,4.1,4.6,1.7,1.9,1.2,3.8,0,3.8,1.6,2.2,2
2010-11,2010,43,0.1,201043,CaliforniaEIP,0,1.3,3.1,2.6,0.9,3,0.8,2.1,1.8,1.2,2.2,4.9,3,1.8,0.5,1,0,0,3,1.6,2.1,1.6
2010-11,2010,44,0,201044,CaliforniaEIP,0,1,5.5,4,1.8,4.6,2.1,3,3.3,2.4,4.5,2.5,2.3,3.2,2.9,3,2.7,3.2,3,3.2,3.1,3.2
2010-11,2010,45,0,201045,CaliforniaEIP,0,3.2,10.2,4.8,1.7,4.1,4.2,2.9,2.9,3.8,2.3,8.1,6.2,1.8,2.4,1.7,4.8,0,5.7,2.6,3.6,2.9
2010-11,2010,46,0,201046,CaliforniaEIP,4.8,1.7,4.2,3.6,2.8,7,1.7,3.1,2.9,2.1,3.5,5.2,3.6,3.7,2.8,3.3,2.5,1.7,4.5,3.1,3.4,3.5
2010-11,2010,47,0.1,201047,CaliforniaEIP,4.7,1.6,4.4,3.5,2.9,8.2,1.6,3.1,2.9,2.1,3.3,5.3,3.6,3.6,2.9,3.3,2.5,1.9,4.9,3,3.4,3.6
2010-11,2010,48,0.1,201048,CaliforniaEIP,0,0.4,0.7,0.2,0.8,0.7,0,1.1,0.9,0.3,1.2,0.3,0.1,0.8,0.3,0,0,2.9,0.3,0.8,0.7,0.7
2010-11,2010,49,0.2,201049,CaliforniaEIP,0,0.8,8.4,6.8,3.7,11.5,4.6,4.5,4.1,3.3,4.5,6.9,5.8,6.6,3.6,3.4,4.6,2.1,7.3,4.7,5.5,5.1
2010-11,2010,50,0.2,201050,CaliforniaEIP,14,5.3,11.9,8,5.3,15,0.8,5.8,5.6,3.6,7.2,11.5,6.5,5.5,7.3,8.2,7.2,4.4,8.9,5.8,5.7,7.5
2010-11,2010,51,0.2,201051,CaliforniaEIP,5.9,0,0,3.8,3,7.7,3.3,3,2.7,1.4,3.3,4.8,4.1,4.6,3.4,5,2.1,0,5.1,3.3,3.3,4.2
2010-11,2010,52,0.1,201052,CaliforniaEIP,0,6.5,6.6,4.4,4,10.8,4.9,2.9,4.2,4.1,5.8,7.1,6,6.6,4,6.7,0,4.3,7.2,4.8,5.9,4.7
2010-11,2011,1,0.4,201101,CaliforniaEIP,0,0,4.8,6.1,4.7,12.3,1,3.2,3.9,4.6,4.1,12.2,6.7,3.9,3.1,2.4,5.6,0,8.1,3.8,4.1,5.4
2010-11,2011,2,0.5,201102,CaliforniaEIP,7.9,0.7,4.9,1.7,1.9,2,3.3,1.9,1.7,1.4,2,3,3.2,2.4,2.2,1.9,3.1,1.7,2.8,2,1.6,2.7
2010-11,2011,3,0.9,201103,CaliforniaEIP,0,1,1.4,1.1,0.9,1.7,0,1.5,1.1,0.8,0.8,0.8,0.5,2.5,3.4,3,4,3.2,0.8,1.7,1.4,1.6
2010-11,2011,4,0.7,201104,CaliforniaEIP,0,0,10.2,18.3,5.4,14.3,8.5,5.7,7.2,10.3,6.2,8.1,8.3,7.8,5.7,6.7,4.8,4.6,9.8,7.1,8.7,6.5
2010-11,2011,5,1.2,201105,CaliforniaEIP,9.6,1.2,3.7,3.2,2.3,6.1,1.6,2.8,2.4,1.8,2.6,3.2,2.4,3.5,2.4,2.5,2.4,2.3,3.5,2.7,2.8,2.9
2010-11,2011,6,1.7,201106,CaliforniaEIP,6.2,1.1,3.6,3.1,2.1,6,1.5,2.6,2.2,1.7,2.4,3,2.3,3.2,2.3,2.4,2.1,2.2,3.3,2.5,2.6,2.7
2010-11,2011,7,1.7,201107,CaliforniaEIP,0,0,0.6,0.9,0.5,0,0,1.1,0.8,0.3,0.9,0,0,0.8,0,0,0,0,0,0.7,0.7,0.3
2010-11,2011,8,1.8,201108,CaliforniaEIP,0,0.8,5.2,1.7,2.5,8.5,1.9,3.8,2.9,2.7,2.2,1.7,1.8,3.7,2.4,1.7,4.6,0,3.6,3,3.3,3.1
2010-11,2011,9,2.4,201109,CaliforniaEIP,42,4.2,13.1,6.8,3,13.4,1.3,3.3,3.3,1.8,4.6,6.7,4.1,7.4,3.3,4.4,2.1,2.2,6.7,4.3,4.3,5.5
2010-11,2011,10,1.8,201110,CaliforniaEIP,5.9,0,4,4.1,3,15.3,0,6.6,3.7,0,3.3,6.7,3.6,1.8,2.1,2.5,0,5.5,6.9,2.9,4.4,3.5
2010-11,2011,11,1.3,201111,CaliforniaEIP,0,6.5,6.6,0,4.3,10.8,3.7,4.7,3.1,0.8,3.2,10.6,7.2,6.1,2,1.3,2,4.3,8.1,3.7,4.4,4.9
2010-11,2011,12,0.9,201112,CaliforniaEIP,0,7,8.1,10.8,4.6,10.8,3.1,5.3,5.9,7,5.9,6.1,4.6,4.8,3.7,6.1,0,3.9,6.2,5.2,5.3,5.6
2010-11,2011,13,0.6,201113,CaliforniaEIP,7.9,1.1,4,1.3,1.3,2.5,0,1.2,1.4,1,2.2,2.2,1.2,2.4,1.2,1.4,1.5,0,1.6,1.6,1.5,1.8
2010-11,2011,14,0.3,201114,CaliforniaEIP,0,1,1.4,0.7,1,4.6,0,1.2,0.5,0,0.3,1.3,0.7,2.1,2.5,2.3,2.7,3.2,1.8,1.2,1.7,1
2010-11,2011,15,0.1,201115,CaliforniaEIP,0,6.4,10.2,8.7,4.7,24.6,5.6,0.7,2.4,4.7,2.3,5.4,5.5,10.1,4.9,6.7,4.8,0,10.3,4.8,7.2,4.8
2010-11,2011,16,0.2,201116,CaliforniaEIP,1.6,1.4,2.3,1.4,1.7,4.5,0.5,1.4,1.5,1.1,1.9,1.8,1.2,2.9,1.9,1.9,2,1.4,2.1,1.9,2.1,1.7
2010-11,2011,17,0.1,201117,CaliforniaEIP,1.4,1.3,2.3,1.3,1.5,4.2,0.4,1.3,1.4,1,1.8,1.7,1.1,2.7,1.6,1.7,1.7,1.2,2,1.7,2,1.6
2011-12,2011,40,0,201140,CaliforniaEIP,0,0.4,0.3,0.2,0.3,0,0,0.3,0.3,0.5,0.2,0.8,0.4,0.2,0,0,0,0,0.3,0.3,0.3,0.3
2011-12,2011,41,0,201141,CaliforniaEIP,0,0.8,2.9,0,1.9,3.6,0,1.1,1.7,1.8,2.2,1.7,0.9,3.1,2.7,2.3,3.7,2.1,1.6,2.2,2.3,1.8
2011-12,2011,42,0,201142,CaliforniaEIP,0,3.2,4.8,1.2,1.9,6.7,0,1.4,1.8,1.3,2.8,2.6,1.4,4.2,2.3,3.2,2.1,0,2.9,2.5,2.6,2.6
2011-12,2011,43,0,201143,CaliforniaEIP,0,4.7,4,1.2,2.6,3.8,1.1,3.5,3.1,1.4,4,1.9,1.5,0.9,2.1,2.5,0,5.5,2.2,2.4,3,1.6
2011-12,2011,44,0,201144,CaliforniaEIP,0,3.2,3.9,2.2,2.5,10.8,1.2,0.6,2.5,4.1,3.2,2.4,1.8,4.2,3.3,4,3.9,0,4,3.1,3.8,2.8
2011-12,2011,45,0,201145,CaliforniaEIP,0,3.5,9.7,7.7,4.6,15.4,3.1,6.3,4.5,1.5,4.7,5.1,4.1,7.4,2.5,1.2,3.8,3.9,6.9,4.9,6,4.7
2011-12,2011,46,0,201146,CaliforniaEIP,0,0.5,4.3,1.4,1.2,1.5,0,1.4,1.1,1,0.8,2.6,1.4,2.4,1.7,1.9,1.5,1.7,1.4,1.5,1.4,1.5
2011-12,2011,47,0,201147,CaliforniaEIP,0,0,0,0.4,0.4,2.3,0,0.7,0.6,0,1.1,0.4,0.2,0.5,2.1,2.3,2.7,0,0.8,0.8,0.6,1
2011-12,2011,48,0.1,201148,CaliforniaEIP,0,0,9.3,9.5,4.6,6.1,2.8,8.6,5.1,1.9,3.9,2.7,2.8,8.4,7.3,10.1,0,13.8,3.6,6.3,6.7,4.6
2011-12,2011,49,0.1,201149,CaliforniaEIP,1.6,0.6,1.9,1.5,1.1,2.7,0.4,1.5,1.1,0.7,1.2,1,0.7,1.8,1.7,1.8,1.5,2,1.3,1.4,1.4,1.3
2011-12,2011,50,0,201150,CaliforniaEIP,0.9,0.7,1.9,1.3,1,2.6,0.5,1.3,1,0.6,1.1,1.1,0.8,1.6,1.6,1.8,1.3,1.7,1.3,1.3,1.3,1.2
2011-12,2011,51,0.1,201151,CaliforniaEIP,0,0.9,0.3,0.2,0.5,0.4,0.3,0.6,0.3,0,0.4,0.3,0.3,0.7,0.3,0.6,0,0,0.3,0.4,0.4,0.4
2011-12,2011,52,0.3,201152,CaliforniaEIP,0,0.8,1.7,0,1.2,4.2,0.9,2,1.1,0.3,0.7,1.3,1.1,1,1.2,1.7,0,2.1,2,1.1,1.2,1.3
2011-12,2012,1,0.2,201201,CaliforniaEIP,0,1.1,2.4,2.5,1,3.6,0.4,1.2,1.5,1,2.1,0.7,0.6,1.1,0.7,0,2.1,0,1.4,1.3,1.5,1.1
2011-12,2012,2,0.2,201202,CaliforniaEIP,5.9,0,0,1.7,0,1.3,0,1.5,1.2,0.7,1.3,0,0,0.5,2.7,0,6.4,5.5,0.4,1.3,0.9,1.3
2011-12,2012,3,0.2,201203,CaliforniaEIP,0,0,5.3,0,1.6,12.6,0,1.2,0.9,0,1.3,1.2,0.6,3.3,4,4,3.9,4.3,3.6,2.1,2.9,2
2011-12,2012,4,0.3,201204,CaliforniaEIP,0,0,11.3,7.7,2.9,6.2,2.1,3.2,4.1,5.4,4.1,0,1,7.4,2.5,3.7,1.9,0,2.3,4.7,4.4,3.8
2011-12,2012,5,0.6,201205,CaliforniaEIP,0,0.4,1.4,1.3,1.1,2,0,1,0.9,1,0.8,1.1,0.6,1.8,0.5,0.5,0,1.7,1,1.1,1.1,1
2011-12,2012,6,0.3,201206,CaliforniaEIP,0,0,0.7,0.9,0.3,2.9,0,0.5,0.4,0.3,0.6,0,0,0.2,2.9,3,4,0,0.8,0.7,0.8,0.7
2011-12,2012,7,0.6,201207,CaliforniaEIP,0,6.4,5.6,7.9,2.5,4.1,1.4,5,3.7,1.9,3.9,6.7,4.1,3.6,4.9,5,4.8,4.6,4.1,3.9,5.2,2.7
2011-12,2012,8,0.6,201208,CaliforniaEIP,0.8,0.3,1.1,1.2,0.6,1.5,0.1,0.8,0.7,0.5,0.6,0.6,0.4,1.1,1.2,1,1.5,1.1,0.7,0.9,0.9,0.8
2011-12,2012,9,0.9,201209,CaliforniaEIP,1.4,0.3,1,1.1,0.6,1.5,0.1,0.7,0.6,0.4,0.6,0.6,0.4,1,1.1,0.9,1.4,1.2,0.7,0.8,0.8,0.7
2011-12,2012,10,1.2,201210,CaliforniaEIP,0,0,0.1,0.2,0.1,0,0,0,0.2,0.5,0,0,0,0,0.3,0,1.1,0,0,0.1,0.1,0.2
2011-12,2012,11,1.8,201211,CaliforniaEIP,0,0,0.8,0.9,0.3,1.2,0.5,0.7,0.4,0,0.5,0,0.2,0.6,0.6,0.6,0.9,0,0.5,0.5,0.3,0.7
2011-12,2012,12,1.6,201212,CaliforniaEIP,4.7,0,3.2,1.8,0.5,1.5,0,0.8,0.6,0.5,0.5,1.1,0.6,1.3,0.3,0,0,2.2,0.9,0.7,0.6,1
2011-12,2012,13,1.8,201213,CaliforniaEIP,0,0,0,0.2,0.9,0,0,0.5,0.2,0,0,1,0.5,0.5,1.4,0,2.1,5.5,0.4,0.5,0.5,0.4
2011-12,2012,14,0.8,201214,CaliforniaEIP,0,0,3.9,0,0.7,3.6,0,0.6,0.4,0,0.6,1.2,0.6,3.3,0,0,0,0,1.3,1.1,1.3,1
2011-12,2012,15,1.1,201215,CaliforniaEIP,0,0,5.6,6.1,1.1,1.5,0,2.1,1.8,1.5,1.8,0,0,2.6,3.1,2.4,5.6,0,0.4,2.3,2.6,1.1
2011-12,2012,16,0.8,201216,CaliforniaEIP,0,0.4,0.9,0.6,0.7,2,0,0.3,0.4,0,0.8,0.7,0.4,0.5,1.2,1.9,0.8,0,0.8,0.5,0.8,0.4
2011-12,2012,17,0.5,201217,CaliforniaEIP,0,0,1.4,0.2,0.6,1.7,0.5,0.5,0.4,0.5,0.3,0,0.2,0.5,2.1,2.3,2.7,0,0.7,0.7,0.8,0.5
2012-13,2012,40,0,201240,CaliforniaEIP,0,3.2,2.8,2.4,1.5,6.1,0,1.4,1.6,0,3.1,1.3,0.7,3,1.6,0,4.8,0,2.1,2,1.3,2.7
2012-13,2012,41,0,201241,CaliforniaEIP,0.8,0.4,0.7,0.6,0.5,1.4,0.2,0.4,0.4,0.3,0.7,0.3,0.2,0.5,1,0.9,1.1,0.8,0.6,0.5,0.6,0.5
2012-13,2012,42,0,201242,CaliforniaEIP,0.5,0.4,0.6,0.5,0.4,1.3,0.1,0.3,0.4,0.2,0.6,0.3,0.2,0.5,0.9,0.8,1.1,0.7,0.5,0.5,0.5,0.4
2012-13,2012,43,0,201243,CaliforniaEIP,0,0.4,0.3,0.2,0.3,0.7,0,0.2,0.3,0.7,0.2,0,0,0.2,0.7,0,2.2,0,0.2,0.3,0.4,0.2
2012-13,2012,44,0,201244,CaliforniaEIP,0,0.8,0.6,1.7,0.3,1.8,0.5,0.4,0.3,0,0.5,0.4,0.4,0,1.2,0.6,0.9,4.3,0.8,0.4,0.6,0.4
2012-13,2012,45,0.1,201245,CaliforniaEIP,0,0.5,1.2,0.6,0.4,1.5,0,0.6,0.5,0.3,0.5,0.4,0.2,0.6,0.3,0.6,0,0,0.6,0.5,0.4,0.6
2012-13,2012,46,0,201246,CaliforniaEIP,0,0,4,0.7,0.2,0,0,0,0.6,0,2,0,0,1.4,0,0,0,0,0,0.7,0.7,0.4
2012-13,2012,47,0,201247,CaliforniaEIP,0,0,0,0,0.5,0,1.2,0,0.2,0,0.6,0,0.6,0.5,2,1.3,2,4.3,0.4,0.6,0.4,0.8
2012-13,2012,48,0.1,201248,CaliforniaEIP,0,0,1.6,1.5,0.5,1.5,0,0,0.6,0,1.8,0,0,1.7,0,0,0,0,0.4,0.8,0.7,0.7
2012-13,2012,49,0.1,201249,CaliforniaEIP,0,0.6,0.6,0.6,0.4,2,0,0.2,0.4,0.4,0.6,1.1,0.6,0.8,0.2,0,0.8,0,1,0.5,0.4,0.7
2012-13,2012,50,0.1,201250,CaliforniaEIP,0,0,0,0.5,0.3,2.9,0.5,0.2,0.2,0.3,0,0,0.2,0.5,0,0,0,0,1,0.2,0.6,0.3
2012-13,2012,51,0.3,201251,CaliforniaEIP,0,0,1.9,2.4,0.5,4.1,0,2.1,1.1,0.9,0,1.3,0.7,1.2,0,0,0,0,1.5,0.9,1.1,1
2012-13,2012,52,0.5,201252,CaliforniaEIP,0,0.4,0.3,0.5,0.3,1.2,0.1,0.3,0.3,0.3,0.3,0.4,0.2,0.4,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.5
2012-13,2013,1,1.4,201301,CaliforniaEIP,0,0.4,0.3,0.5,0.3,1.3,0.1,0.3,0.3,0.2,0.3,0.4,0.2,0.4,0.3,0.3,0.2,0.2,0.5,0.3,0.3,0.4
2012-13,2013,2,2.3,201302,CaliforniaEIP,0,0,0.2,0,0,0,0,0,0.1,0,0.4,0.3,0.1,0,0,0,0,0,0.1,0.1,0,0.2
2012-13,2013,3,3.2,201303,CaliforniaEIP,0,0,0.3,0,0.3,2.4,0,0,0.1,0.3,0,0,0,0.2,0.3,0,0,2.1,0.7,0.1,0.1,0.5
2012-13,2013,4,5.9,201304,CaliforniaEIP,0,1.1,0.4,0.6,0.1,0.5,0,0.2,0.2,0,0.5,0.7,0.4,0.2,0.3,0.6,0,0,0.4,0.2,0,0.6
2012-13,2013,5,4.2,201305,CaliforniaEIP,0,0,0,0.5,0.2,0,0,0.5,0.2,0,0,1,0.5,0.5,0.7,0,2.1,0,0.4,0.4,0.5,0.2
2012-13,2013,6,3.6,201306,CaliforniaEIP,0,0,0,0,0.7,0,0,0.6,0.9,0.8,1.3,0,0,0.5,0.7,1.3,0,0,0,0.7,0.4,0.8
2012-13,2013,7,3.4,201307,CaliforniaEIP,0,0,0,1.5,0.2,0,0,0.5,0.2,0,0,0,0,1.3,0,0,0,0,0,0.5,0.3,0.4
2012-13,2013,8,2.4,201308,CaliforniaEIP,0,0.5,0.6,0.7,0.6,2.5,0.4,0.3,0.4,0.4,0.6,0.4,0.4,0.8,1,1,0.8,1.7,1,0.6,0.9,0.5
2012-13,2013,9,2.2,201309,CaliforniaEIP,0,1,0.7,0.9,0.1,2.9,0.5,0,0,0,0,0.4,0.5,0.2,0.8,1.5,0,0,1.2,0.2,0.4,0.4
2012-13,2013,10,1.4,201310,CaliforniaEIP,0,0,1.9,0,0,0,0,0,0.3,0,0.8,1.3,0.7,0,0,0,0,0,0.5,0.2,0.2,0.2
2012-13,2013,11,0.8,201311,CaliforniaEIP,0.8,0.3,0.4,0.4,0.2,1,0.2,0.2,0.2,0.1,0.3,0.2,0.2,0.4,0.4,0.4,0.3,0.6,0.4,0.3,0.4,0.2
2012-13,2013,12,0.6,201312,CaliforniaEIP,0.5,0.3,0.4,0.3,0.2,1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.5,0.4,0.2,0.3,0.2
2012-13,2013,13,0.4,201313,CaliforniaEIP,0,0,0.3,0,0.1,0,0,0.2,0.1,0,0.2,0.5,0.3,0.3,0,0,0,0,0.2,0.1,0.2,0.2
2012-13,2013,14,0.3,201314,CaliforniaEIP,0,0,0.3,0,0.4,1.8,0,0.4,0.3,0,0.2,0,0,0.4,0.3,0.6,0,0,0.5,0.3,0.5,0.2
2012-13,2013,15,0.2,201315,CaliforniaEIP,0,0,0,0,0.2,0,0,0,0.2,0.3,0.2,0,0,0.4,0,0,0,0,0,0.2,0.3,0
2012-13,2013,16,0.2,201316,CaliforniaEIP,3,0,0,0.2,0.2,0,0,0,0.2,0.7,0,0,0,0.9,0,0,0,0,0,0.4,0.2,0.4
2012-13,2013,17,0.1,201317,CaliforniaEIP,0,0,0,0,0.1,0,0,0,0.2,0,0.6,0,0,0,0,0,0,0,0,0.1,0,0.2
2013-14,2013,40,0.1,201340,CaliforniaEIP,0,3.5,0.8,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1.9,3.9,0,0.2,0.2,0.2
2013-14,2013,41,0,201341,CaliforniaEIP,0,0.2,0.9,0.4,0.4,1.5,0.4,0.2,0.2,0.2,0.2,0,0.2,0.8,0.7,0.5,1.5,0,0.6,0.4,0.4,0.5
2013-14,2013,42,0.1,201342,CaliforniaEIP,0,0,1.4,0.5,0.2,1.7,0,0.2,0.3,0.5,0,0.4,0.2,0.2,0.8,0,1.3,3.2,0.7,0.3,0.8,0
2013-14,2013,43,0.1,201343,CaliforniaEIP,0,0,1.9,0.8,0.2,2,0,0,0.3,0,0.8,0,0,0.6,0.8,1.7,0,0,0.5,0.5,0.2,0.7
2013-14,2013,44,0,201344,CaliforniaEIP,0,0.2,0.5,0.3,0.2,1.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.3,0.6,0.6,0.6,0.8,0.4,0.3,0.4,0.2
2013-14,2013,45,0.1,201345,CaliforniaEIP,0,0.2,0.5,0.3,0.2,1.2,0,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.6,0.5,0.6,0.7,0.4,0.2,0.3,0.2
2013-14,2013,46,0.1,201346,CaliforniaEIP,0,0,0.3,0,0.3,0.7,0,0.2,0.3,0.5,0.4,0,0,0,0.7,1.1,0,0,0.2,0.3,0.3,0.3
2013-14,2013,47,0.1,201347,CaliforniaEIP,0,0.8,0.6,0,0.2,3,0,0,0,0,0,0.4,0.2,0.6,0.3,0,0.9,0,1,0.2,0.4,0.3
2013-14,2013,48,0.2,201348,CaliforniaEIP,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0.2,0.7,0,0,4.4,0.1,0.1,0.3,0
2013-14,2013,49,0.3,201349,CaliforniaEIP,0,0,0,0.3,0.2,1.3,0,0,0,0,0,0,0,0.5,0.7,0,2.1,0,0.4,0.2,0.5,0
2013-14,2013,50,0.5,201350,CaliforniaEIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-14,2013,51,1,201351,CaliforniaEIP,0,0,1.6,0,0.1,0,0,0.5,0.2,0,0,0,0,0,1.2,2.4,0,0,0,0.3,0.3,0.2
2013-14,2013,52,2.4,201352,CaliforniaEIP,0,0.2,0.6,0.4,0.8,2.5,0.4,0.2,0.2,0.2,0.4,0,0.2,0.6,1,1,0,3.3,0.8,0.5,0.7,0.4
2013-14,2014,1,3.7,201401,CaliforniaEIP,0,1,0,0,0.4,1.7,0,0,0.3,0,0.8,0,0,0.5,1.7,1.5,1.3,3.2,0.5,0.5,0.4,0.6
2013-14,2014,2,4.6,201402,CaliforniaEIP,0,0,0.9,0.8,0.2,0,0,0,0.3,0.9,0,0,0,1.2,0,0,0,0,0,0.5,0.7,0
